profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
0,0.0,1,0.0,0,0,0,0,13,181,935,1
0,0.67,1,0.0,0,0,0,0,0,2,0,1
1,0.0,3,0.0,0,18,0,0,5,26,129,1
1,0.0,1,0.0,0,10,0,0,9,59,48,1
0,0.0,1,0.0,0,0,0,0,0,51,41,1
1,0.0,0,0.0,0,0,0,0,77,73,35,1
1,0.0,1,0.0,0,0,0,0,40,219,155,1
0,0.0,1,0.0,0,0,0,0,11,42,26,1
0,0.5,2,0.0,0,0,0,0,0,83,139,1
0,0.4,1,0.0,0,0,0,0,0,25,28,1
0,0.25,1,0.0,0,0,0,0,0,64,60,1
0,0.36,1,0.0,0,0,0,0,0,90,69,1
0,0.33,2,0.0,0,0,0,0,0,82,6,1
0,0.0,0,0.0,0,0,0,0,0,140,319,1
0,0.64,2,0.0,0,0,0,0,0,42,46,1
0,0.25,1,0.0,0,0,0,0,0,0,0,1
0,0.42,1,0.0,0,0,0,0,0,39,40,1
0,0.06,1,0.0,0,0,0,0,0,27,63,1
1,0.0,2,0.0,0,0,0,0,14,143,500,1
0,0.21,1,0.0,0,0,0,0,3,124,135,1
0,0.42,1,0.0,0,0,0,0,0,16,36,1
0,0.21,1,0.0,0,0,0,0,1,1,2,1
0,0.38,1,0.0,0,0,0,0,1,120,181,1
0,0.0,1,0.0,0,0,0,0,1,26,8,1
1,0.14,3,0.0,0,0,0,0,0,57,167,1
0,0.15,2,0.0,0,0,0,0,1,13,22,1
1,0.18,1,0.0,0,0,0,0,0,42,146,1
1,0.33,2,0.0,0,0,0,0,25,70,64,1
1,0.3,1,0.0,0,0,0,0,0,46,92,1
1,0.33,0,0.0,0,0,0,0,0,43,221,1
0,0.5,1,0.0,0,0,0,0,0,17,44,1
1,0.33,1,0.0,0,0,0,0,10,108,304,1
0,0.29,1,0.0,0,0,0,0,19,77,8,1
0,0.09,1,0.0,0,0,0,0,0,32,87,1
1,0.14,2,0.0,0,0,0,0,10,67,90,1
1,0.0,3,0.0,0,0,0,0,29,122,336,1
0,0.0,2,0.0,0,0,0,0,0,18,49,1
1,0.0,1,0.0,0,0,0,0,2,35,136,1
1,0.44,2,0.0,0,0,0,0,1,53,137,1
1,0.0,3,0.0,0,0,0,0,34,82,74,1
1,0.38,2,0.0,0,2,0,0,0,40,233,1
1,0.33,1,0.0,0,0,0,0,6,59,38,1
1,0.12,1,0.0,0,0,0,0,2,102,109,1
0,0.0,1,0.0,0,0,0,0,0,15,4,1
1,0.36,1,0.0,0,0,0,0,9,159,433,1
0,0.58,1,0.0,0,0,0,0,0,49,22,1
0,0.0,1,0.0,0,0,0,0,0,15,595,1
1,0.2,2,0.0,0,0,0,0,1,1,9,1
0,0.0,1,0.0,0,0,0,0,0,17,1,1
0,0.29,2,0.0,0,0,0,0,0,15,1,1
0,0.25,1,0.0,0,0,0,0,0,20,7,1
0,0.0,1,0.0,0,6,0,0,1,50,32,1
0,0.0,1,0.0,0,0,0,0,0,57,76,1
0,0.31,1,0.0,0,0,0,0,2,12,15,1
1,0.67,1,0.0,0,0,0,0,2,218,792,1
0,0.47,1,0.0,0,0,0,0,1,16,23,1
0,0.36,1,0.0,0,0,0,0,8,39,17,1
0,0.0,1,0.0,0,0,0,0,0,15,1,1
0,0.4,0,0.0,0,0,0,0,0,30,48,1
0,0.33,1,0.0,0,0,0,0,0,85,638,1
0,0.33,1,0.0,0,0,0,0,0,77,747,1
0,0.55,2,0.0,0,0,0,0,0,49,82,1
0,0.44,1,0.0,0,0,0,0,0,8,6,1
0,0.44,1,0.0,0,0,0,0,2,34,22,1
0,0.47,1,0.0,0,0,0,0,2,45,83,1
0,0.33,1,0.0,0,0,0,0,0,49,0,1
0,0.0,2,0.0,0,0,0,0,0,15,5,1
0,0.25,1,0.0,0,0,0,0,0,92,403,1
0,0.44,1,0.0,0,0,0,0,0,10,0,1
1,0.12,1,0.0,0,1,0,0,0,23,26,1
0,0.2,1,0.0,0,0,0,0,0,22,11,1
0,0.24,2,0.0,0,0,0,0,0,55,46,1
0,0.27,1,0.0,0,0,0,0,0,16,0,1
0,0.25,1,0.0,0,0,0,0,0,7,20,1
0,0.38,1,0.0,0,0,0,0,0,3,11,1
0,0.57,2,0.0,0,0,0,0,0,12,30,1
1,0.44,1,0.0,0,0,0,0,1,14,56,1
0,0.47,1,0.0,0,0,0,0,0,24,22,1
0,0.0,2,0.0,0,0,0,0,0,52,1,1
0,0.44,1,0.0,0,0,0,0,1,16,27,1
0,0.44,1,0.0,0,0,0,0,4,17,20,1
0,0.57,2,0.0,0,0,0,0,0,50,49,1
0,0.54,1,0.0,0,0,0,0,5,136,1029,1
0,0.14,1,0.0,0,0,0,0,0,49,2,1
0,0.1,0,0.0,0,0,0,0,0,37,4,1
0,0.44,2,0.0,0,0,0,0,0,46,4,1
0,0.0,1,0.0,0,0,0,0,0,49,58,1
0,0.0,1,0.0,0,0,0,0,0,44,45,1
0,0.13,2,0.0,0,0,0,0,0,42,240,1
0,0.1,2,0.0,0,0,0,0,0,48,1,1
0,0.08,1,0.0,0,0,0,0,0,115,289,1
0,0.67,1,0.0,0,0,0,0,0,32,23,1
0,0.44,1,0.0,0,0,0,0,0,39,153,1
0,0.33,1,0.0,0,0,0,0,28,201,812,1
0,0.43,1,0.0,0,0,0,0,0,52,16,1
0,0.43,2,0.0,0,0,0,0,12,85,477,1
0,0.24,1,0.0,0,0,0,0,0,35,38,1
0,0.44,1,0.0,0,0,0,0,0,55,28,1
0,0.38,1,0.0,0,0,0,0,0,43,88,1
0,0.4,1,0.0,0,0,0,0,2,97,408,1
0,0.25,1,0.0,0,0,0,0,0,49,95,1
0,0.73,1,0.0,0,0,0,0,0,14,542,1
1,0.0,1,0.0,0,0,0,0,1,55,2,1
1,0.33,2,0.0,0,0,0,0,23,47,139,1
1,0.27,1,0.0,0,19,0,0,8,126,860,1
1,0.43,1,0.0,0,5,0,0,6,66,161,1
1,0.31,3,0.0,0,0,0,0,25,87,698,1
1,0.2,1,0.0,0,28,0,0,0,15,64,1
1,0.57,2,0.0,0,0,0,0,4,96,339,1
1,0.57,1,0.0,0,11,0,0,0,57,73,1
1,0.27,1,0.0,0,0,0,0,2,150,487,1
1,0.1087417806605262,2,0.0,0,66,0,0,17,220,277,0
1,0.0,1,0.0,0,16,0,0,80,962,598,0
1,0.0196110563023421,2,0.0,0,55,0,0,48,376,465,0
1,0.0,2,0.0,0,10,0,0,25,170,250,0
1,0.0,2,0.0,0,28,0,0,163,1000,76,0
1,0.0825273856741444,1,0.0,0,17,0,0,38,86,251,0
1,0.0,1,0.0,0,0,0,0,210,439,957,0
1,0.0256883847645714,1,0.0,0,0,0,0,7,144,119,0
1,0.0,2,0.0,0,69,0,0,58,724,270,0
1,0.239090560961544,1,0.0,0,48,0,0,94,775,676,0
1,0.0012656873412465,2,0.0,0,36,0,0,189,982,75,0
1,0.1545245454898765,2,0.0,0,0,0,0,10,252,326,0
1,0.0,2,0.0,0,30,0,0,120,1141,1122,0
1,0.0,2,0.0,0,26,0,0,76,695,625,0
1,0.0,0,0.0,0,1,0,0,71,334,561,0
1,0.0,1,0.0,0,6,0,0,8,106,104,0
1,0.0,2,0.0,0,28,0,0,161,1001,76,0
1,0.0,1,0.0,0,39,0,0,17,116,161,0
1,0.0466501315369459,2,0.0,0,24,0,0,21,182,75,0
1,0.0728986084713785,1,0.0,0,23,0,0,108,199,37,0
1,0.0,0,0.0,0,6,0,0,142,406,786,0
1,0.0,2,0.0,0,1,0,0,33,162,236,0
1,0.0,1,0.0,0,31,0,0,172,567,504,0
1,0.0,1,0.0,0,1,0,0,110,385,515,0
1,0.2825077423021245,1,0.0,0,14,0,0,44,504,504,0
1,0.0028036898296154,1,0.0,0,19,0,0,19,105,132,0
1,0.0,1,0.0,0,24,0,0,11,776,1136,0
1,0.0,2,0.0,0,45,0,0,71,677,636,0
1,0.055752227500253,1,0.0,0,0,0,0,1,55,35,0
1,0.0772642699903901,1,0.0,0,0,0,0,12,147,97,0
1,0.0,1,0.0,0,6,0,0,222,945,582,0
1,0.0,1,0.0,0,15,0,0,8,104,123,0
1,0.0,1,0.0,0,1,0,0,24,198,342,0
1,0.0,2,0.0,0,17,0,0,222,585,678,0
1,0.1296533630751337,2,0.0,0,53,0,0,8,402,263,0
1,0.0,1,0.0,0,3,0,0,103,412,283,0
1,0.0,2,0.0,0,1,0,0,4,133,179,0
1,0.0,1,0.0,0,12,0,0,15,99,128,0
1,0.0,2,0.0,0,24,0,0,68,416,319,0
1,0.0,3,0.0,0,39,0,0,14,560,612,0
1,0.0,1,0.0,0,23,0,0,47,598,1081,0
1,0.1254988003259416,2,0.0,0,29,0,0,14,411,388,0
1,0.0609724819938226,1,0.0,0,0,0,0,187,218,386,0
1,0.0,2,0.0,0,42,0,0,213,633,466,0
1,0.0,2,0.0,0,17,0,0,97,518,660,0
1,0.0937162007751866,1,0.0,0,11,0,0,197,385,201,0
1,0.2840646518762151,1,0.0,0,33,0,0,101,793,674,0
0,0.0,0,0.0,0,1,0,0,115,494,1089,0
1,0.0,2,0.0,0,24,0,0,137,452,289,0
1,0.0,1,0.0,0,30,0,0,23,698,608,0
1,0.0,1,0.0,0,0,0,0,3,34,30,0
1,0.0,2,0.0,0,0,0,0,4,134,176,0
1,0.0916583658372561,1,0.0,0,22,0,0,62,737,673,0
0,0.0,0,0.0,0,8,0,0,174,490,1003,0
1,0.0380502248592412,0,0.0,0,1,0,0,11,114,98,0
1,0.0,2,0.0,0,22,0,0,67,416,312,0
1,0.0246278387312369,2,0.0,0,51,0,0,54,381,461,0
1,0.0,1,0.0,0,34,0,0,3,272,371,0
1,0.0875778450321042,1,0.0,0,69,0,0,66,721,678,0
1,0.0420143158284095,1,0.0,0,0,0,0,0,88,43,0
1,0.051353452358115,2,0.0,0,16,0,0,8,407,400,0
1,0.0,0,0.0,0,2,0,0,150,951,1125,0
1,0.0,0,0.0,0,0,0,0,21,52,45,0
1,0.0,1,0.0,0,48,0,0,89,747,208,0
1,0.0968645639332838,1,0.0,0,17,0,0,171,152,99,0
1,0.0919381859496553,1,0.0,0,0,0,0,153,138,74,0
1,0.0,3,0.0,0,27,0,0,170,468,287,0
1,0.0,3,0.0,0,26,0,0,163,453,282,0
1,0.0,2,0.0,0,4,0,0,145,398,496,0
1,0.1000893223771012,0,0.0,0,51,0,0,73,1008,980,0
1,0.0,1,0.0,0,30,0,0,62,134,229,0
1,0.0904526172847511,2,0.0,0,24,0,0,10,408,394,0
1,0.164780165542944,1,0.0,0,0,0,0,23,236,330,0
1,0.0,1,0.0,0,46,0,0,203,602,485,0
1,0.1540303263173905,0,0.0,0,0,0,0,0,102,21,0
1,0.0,2,0.0,0,15,0,0,17,175,246,0
1,0.1040225994986283,1,0.0,0,10,0,0,23,73,250,0
1,0.0,2,0.0,0,8,0,0,4,104,111,0
1,0.0,0,0.0,0,0,0,0,22,196,390,0
1,0.0,1,0.0,0,14,0,0,81,973,610,0
1,0.0,2,0.0,0,42,0,0,59,730,658,0
1,0.0,1,0.0,0,33,0,0,142,844,750,0
1,0.0579523364772473,2,0.0,0,67,0,0,38,371,472,0
1,0.1485410626985207,1,0.0,0,30,0,0,203,720,690,0
1,0.0,1,0.0,0,32,0,0,34,687,1047,0
1,0.019909635096808,1,0.0,0,25,0,0,28,101,134,0
1,0.0,1,0.0,0,14,0,0,50,149,245,0
1,0.0,1,0.0,0,4,0,0,10,107,99,0
1,0.0,1,0.0,0,2,0,0,53,371,358,0
1,0.181053675339528,2,0.0,0,20,0,0,23,46,82,0
1,0.0,1,0.0,0,6,0,0,169,998,1104,0
1,0.0,2,0.0,0,39,0,0,111,540,697,0
1,0.0496777904359646,1,0.0,0,12,0,0,15,103,132,0
1,0.1216036681958904,0,0.0,0,51,0,0,68,1007,977,0
1,0.0152518989235644,2,0.0,0,50,0,0,193,1176,311,0
0,0.0,0,0.0,0,12,0,0,142,522,1045,0
1,0.0036013725601811,1,0.0,0,0,0,0,77,137,95,0
1,0.0521426599839833,2,0.0,0,0,0,0,22,221,330,0
1,0.0,2,0.0,0,2,0,0,36,164,252,0
1,0.0,2,0.0,0,5,0,0,34,153,257,0
1,0.0,0,0.0,0,3,0,0,156,965,1119,0
1,0.0,0,0.0,0,24,0,0,12,304,368,0
1,0.0,1,0.0,0,53,0,0,141,883,117,0
1,0.0,2,0.0,0,58,0,0,97,203,170,0
1,0.2396488685203448,1,0.0,0,30,0,0,92,780,674,0
1,0.0,1,0.0,0,41,0,0,109,541,699,0
1,0.0,2,0.0,0,0,0,0,28,205,333,0
1,0.0,2,0.0,0,12,0,0,21,172,248,0
1,0.0655072625286314,1,0.0,0,38,0,0,46,91,138,0
1,0.0,1,0.0,0,58,0,0,62,568,490,0
1,0.0,2,0.0,0,0,0,0,41,1128,85,0
1,0.0644621291306292,2,0.0,0,19,0,0,9,407,398,0
1,0.0908129112289955,0,0.0,0,1,0,0,10,123,102,0
1,0.0,2,0.0,0,39,0,0,172,944,103,0
1,0.0,1,0.0,0,11,0,0,15,105,118,0
1,0.0,1,0.0,0,23,0,0,135,663,633,0
1,0.0428358353736131,2,0.0,0,22,0,0,23,193,78,0
1,0.0221150805279472,0,0.0,0,0,0,0,120,276,248,0
1,0.0736059334068796,0,0.0,0,5,0,0,56,1039,929,0
1,0.0,2,0.0,0,60,0,0,42,465,642,0
1,0.0,1,0.0,0,15,0,0,80,966,603,0
1,0.096725535927867,1,0.0,0,10,0,0,21,77,245,0
1,0.0310928930007554,0,0.0,0,2,0,0,11,113,98,0
1,0.116575265708586,2,0.0,0,28,0,0,21,403,382,0
1,0.0,1,0.0,0,40,0,0,84,547,488,0
1,0.0,1,0.0,0,1,0,0,10,96,111,0
1,0.0,2,0.0,0,17,0,0,110,1032,76,0
1,0.0,2,0.0,0,23,0,0,130,274,205,0
1,0.1199580851537791,1,0.0,0,46,0,0,168,850,725,0
1,0.0,1,0.0,0,0,0,0,6,321,334,0
1,0.0,2,0.0,0,54,0,0,166,600,472,0
1,0.0471715198287374,1,0.0,0,0,0,0,1,315,330,0
1,0.0,1,0.0,0,19,0,0,75,939,576,0
1,0.0,2,0.0,0,64,0,0,15,134,176,0
1,0.0443481804453877,2,0.0,0,0,0,0,13,67,74,0
1,0.024287210397234,1,0.0,0,2,0,0,11,106,103,0
1,0.0,2,0.0,0,0,0,0,9,74,63,0
1,0.0,2,0.0,0,10,0,0,107,527,651,0
1,0.0,2,0.0,0,41,0,0,122,799,696,0
1,0.0054953869408514,0,0.0,0,1,0,0,134,917,1138,0
1,0.0,2,0.0,0,82,0,0,16,224,257,0
1,0.0,2,0.0,0,16,0,0,15,400,419,0
1,0.0,0,0.0,0,29,0,0,12,305,367,0
1,0.0,1,0.0,0,47,0,0,50,421,349,0
1,0.0,1,0.0,0,36,0,0,173,581,701,0
1,0.0,1,0.0,0,5,0,0,10,107,101,0
1,0.0,1,0.0,0,10,0,0,9,302,406,0
0,0.0,1,0.0,0,3,0,0,26,207,331,0
1,0.003886761665328,2,0.0,0,4,0,0,10,195,208,0
1,0.0,1,0.0,0,32,0,0,19,95,258,0
1,0.0,1,0.0,0,23,0,0,57,681,604,0
1,0.0,1,0.0,0,29,0,0,19,101,128,0
1,0.0,0,0.0,0,11,0,0,145,429,777,0
0,0.0,0,0.0,0,2,0,0,116,496,1087,0
1,0.0,1,0.0,0,1,0,0,105,481,558,0
1,0.106850196696406,1,0.0,0,41,0,0,14,414,374,0
1,0.0481592282691438,0,0.0,0,0,0,0,141,289,230,0
1,0.0,1,0.0,0,0,0,0,26,202,337,0
1,0.0,2,0.0,0,0,0,0,121,537,635,0
1,0.0530744788280708,1,0.0,0,63,0,0,18,567,556,0
1,0.225638854840424,1,0.0,0,34,0,0,95,786,668,0
1,0.0,1,0.0,0,16,0,0,10,104,125,0
1,0.0425809823051855,2,0.0,0,24,0,0,58,695,583,0
1,0.10190824108591,0,0.0,0,2,0,0,84,988,977,0
1,0.0506178490937283,1,0.0,0,0,0,0,2,53,35,0
1,0.0,1,0.0,0,59,0,0,123,847,132,0
1,0.0,2,0.0,0,24,0,0,44,708,673,0
1,0.0,2,0.0,0,58,0,0,42,424,602,0
1,0.0679833935985579,1,0.0,0,32,0,0,72,755,657,0
1,0.1,1,0.0,0,0,0,0,12,142,99,0
1,0.0,1,0.0,0,0,0,0,74,513,473,0
1,0.0,0,0.0,0,14,0,0,10,291,371,0
1,0.0,1,0.0,0,27,0,0,19,109,143,0
1,0.0,2,0.0,0,54,0,0,217,620,474,0
1,0.1042309317482153,1,0.0,0,0,0,0,8,101,123,0
1,0.035185419330007,1,0.0,0,11,0,0,90,167,67,0
1,0.1297710517130096,2,0.0,0,0,0,0,10,157,171,0
1,0.0,1,0.0,0,42,0,0,179,910,741,0
1,0.3442662803149788,1,0.0,0,11,0,0,9,782,469,0
1,0.0873065214758097,3,0.0,0,52,0,0,7,247,336,0
1,0.0962711257360281,1,0.0,0,1,0,0,40,333,530,0
1,0.0,1,0.0,0,2,0,0,22,194,347,0
1,0.0358082352256173,2,0.0,0,67,0,0,35,984,74,0
1,0.1000758823900565,1,0.0,0,10,0,0,27,80,260,0
1,0.0,2,0.0,0,21,0,0,78,675,619,0
1,0.0,2,0.0,0,0,0,0,218,910,555,0
1,0.0882303725487251,1,0.0,0,33,0,0,75,759,658,0
1,0.0,0,0.0,0,30,0,0,185,1023,519,0
1,0.0106405605558816,1,0.0,0,15,0,0,85,814,745,0
1,0.1323534017761012,1,0.0,0,0,0,0,188,138,65,0
0,0.2610667972898606,3,0.0,0,58,0,0,10,217,309,0
1,0.0,1,0.0,0,20,0,0,56,143,239,0
1,0.299299939468191,1,0.0,0,34,0,0,108,807,681,0
1,0.0166122667978437,2,0.0,0,86,0,0,15,424,573,0
1,0.0,0,0.0,0,0,0,0,21,67,53,0
1,0.0325723164443658,1,0.0,0,18,0,0,50,720,673,0
1,0.0910776305478922,2,0.0,0,3,0,0,10,186,194,0
1,0.0,2,0.0,0,31,0,0,113,540,685,0
1,0.0,1,0.0,0,34,0,0,139,1036,1027,0
1,0.0,1,0.0,0,0,0,0,91,503,509,0
1,0.0,0,0.0,0,2,0,0,6,317,349,0
1,0.0,2,0.0,0,0,0,0,8,100,104,0
1,0.0,2,0.0,0,68,0,0,48,694,678,0
1,0.0136908639636373,1,0.0,0,71,0,0,75,242,171,0
1,0.0308396806141746,2,0.0,0,4,0,0,10,192,204,0
1,0.0,2,0.0,0,1,0,0,180,672,427,0
1,0.0,1,0.0,0,12,0,0,167,1084,1034,0
1,0.0,2,0.0,0,41,0,0,94,523,696,0
1,0.2213150344650779,1,0.0,0,11,0,0,58,502,512,0
1,0.0256039461811417,1,0.0,0,0,0,0,0,91,46,0
1,0.0,2,0.0,0,39,0,0,152,1126,216,0
1,0.288494818965656,1,0.0,0,33,0,0,106,824,663,0
1,0.0,1,0.0,0,28,0,0,5,278,371,0
1,0.1116894773925506,0,0.0,0,0,0,0,192,320,185,0
1,0.0785599928843828,2,0.0,0,25,0,0,109,205,32,0
1,0.0,2,0.0,0,0,0,0,119,539,638,0
1,0.3188603255332434,1,0.0,0,37,0,0,108,803,675,0
1,0.1344607820028175,1,0.0,0,23,0,0,17,64,102,0
1,0.0,1,0.0,0,23,0,0,5,22,20,0
1,0.0,1,0.0,0,0,0,0,9,337,337,0
1,0.0745613396704235,1,0.0,0,20,0,0,16,70,263,0
1,0.0,3,0.0,0,23,0,0,69,538,685,0
1,0.0,0,0.0,0,31,0,0,111,1074,460,0
1,0.0635089105909718,2,0.0,0,0,0,0,8,171,85,0
1,0.0,1,0.0,0,0,0,0,59,130,96,0
1,0.0,1,0.0,0,5,0,0,125,894,542,0
1,0.0,0,0.0,0,0,0,0,63,320,567,0
1,0.0,1,0.0,0,31,0,0,32,695,1055,0
1,0.0,1,0.0,0,10,0,0,8,302,409,0
1,0.0,0,0.0,0,8,0,0,12,300,371,0
1,0.0135810896604891,2,0.0,0,7,0,0,8,408,405,0
1,0.0601787555424762,1,0.0,0,0,0,0,126,137,81,0
1,0.1590364838876415,1,0.0,0,1,0,0,88,1152,615,0
1,0.0,1,0.0,0,6,0,0,88,1016,656,0
1,0.0178032598092883,1,0.0,0,24,0,0,19,705,590,0
1,0.2054942663773115,3,0.0,0,67,0,0,14,219,288,0
1,0.0,1,0.0,0,62,0,0,49,571,511,0
1,0.0,2,0.0,0,0,0,0,2,29,19,0
1,0.0,0,0.0,0,18,0,0,106,979,547,0
1,0.0107730735900706,2,0.0,0,50,0,0,53,380,461,0
1,0.0,2,0.0,0,22,0,0,60,415,285,0
1,0.0,2,0.0,0,66,0,0,53,706,671,0
1,0.0,2,0.0,0,39,0,0,196,1012,112,0
1,0.0,1,0.0,0,0,0,0,12,339,338,0
1,0.211069835188635,1,0.0,0,28,0,0,101,809,701,0
1,0.0,1,0.0,0,0,0,0,71,515,465,0
1,0.004686309271923,1,0.0,0,53,0,0,76,564,469,0
1,0.0,1,0.0,0,8,0,0,69,1112,843,0
1,0.0997078967378638,0,0.0,0,0,0,0,10,124,101,0
1,0.0,1,0.0,0,27,0,0,39,394,349,0
1,0.0,2,0.0,0,41,0,0,4,119,288,0
1,0.0,1,0.0,0,16,0,0,12,105,126,0
1,0.0901147998819395,2,0.0,0,0,0,0,9,35,87,0
1,0.0716691201879596,2,0.0,0,14,0,0,18,415,393,0
1,0.0300029271348577,2,0.0,0,0,0,0,171,300,207,0
1,0.0,2,0.0,0,15,0,0,29,162,271,0
1,0.135836155264715,1,0.0,0,35,0,0,61,536,484,0
1,0.0,0,0.0,0,55,0,0,16,571,581,0
1,0.0350885117647389,2,0.0,0,37,0,0,163,1208,336,0
1,0.1464838021467213,0,0.0,0,6,0,0,50,970,952,0
1,0.0385745933435317,0,0.0,0,8,0,0,58,1084,914,0
1,0.0,2,0.0,0,13,0,0,8,131,176,0
1,0.2847505659610961,2,0.0,0,67,0,0,71,396,453,0
1,0.0,2,0.0,0,0,0,0,5,156,118,0
1,0.0,1,0.0,0,32,0,0,123,689,995,0
1,0.0,2,0.0,0,0,0,0,4,85,56,0
1,0.0,2,0.0,0,59,0,0,21,218,263,0
1,0.0,1,0.0,0,23,0,0,65,602,1040,0
1,0.0,2,0.0,0,13,0,0,20,173,247,0
1,0.1421046078144722,0,0.0,0,0,0,0,1,87,26,0
1,0.0,1,0.0,0,9,0,0,10,301,394,0
1,0.0,1,0.0,0,26,0,0,15,759,1118,0
1,0.1692030517464892,3,0.0,0,60,0,0,7,187,308,0
1,0.0256473401181763,2,0.0,0,57,0,0,46,376,466,0
1,0.030511762632404,1,0.0,0,9,0,0,5,110,113,0
1,0.0,1,0.0,0,8,0,0,95,842,509,0
1,0.0,1,0.0,0,20,0,0,99,1187,899,0
1,0.0,1,0.0,0,0,0,0,3,331,330,0
1,0.0,1,0.0,0,3,0,0,123,862,521,0
1,0.0,1,0.0,0,18,0,0,19,105,130,0
1,0.0138257505081704,1,0.0,0,0,0,0,8,107,98,0
1,0.0,1,0.0,0,10,0,0,126,670,358,0
1,0.0,2,0.0,0,0,0,0,8,217,74,0
1,0.0,2,0.0,0,0,0,0,7,79,60,0
1,0.0,1,0.0,0,47,0,0,50,625,589,0
1,0.0,2,0.0,0,1,0,0,43,199,371,0
1,0.0,2,0.0,0,0,0,0,33,203,345,0
1,0.0847139489693785,2,0.0,0,0,0,0,11,164,92,0
1,0.244099774905956,2,0.0,0,0,0,0,10,171,171,0
1,0.0783563822773115,2,0.0,0,22,0,0,10,408,396,0
